Bot_Name,Artist,Banner,Bot_ID,Bot_Status,Build_Method,Category,Comment,Creator,Exp_after,Exp_before,Exp_gif,GUI_bot,Hotspot,Image_V3_tag,JSON,Launch_Date,Like,MyShell_URL,Myshell主站,Note,Tag,Theme,Yuki's Explore,banner_mobile,"bobo：tip ",input_guide,web_bot_name,微信/Discord/x,自动化效果测试集,进度,重新部署
Easy image edit,,,1750232900,private,,图生图,,OLDX,,,,,YES,"all_art_animegame_ip, all_art_animegame_noip, image_tool",,2025/06/18,Bobo,https://app.myshell.ai/chat/1750232900,,12钟稳定滤镜风格 kontext版本,"Anime, Beauty, Headshot, IP, photo, 可在挖掘, 整活",Photo Filters,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),1750232900 (https://www.notion.so/1750232900-2163f81ff51e8032876ffba98f043dbb?pvs=21),完成,
GlassZen-Fruits Cutting ASMR,,,1750360969,private,,图生视频,,_12zzz22,,,,,YES,other_fun,,2025/06/20,Bobo,https://app.myshell.ai/chat/1750360969,,ASMR水果向视频生成,"video, 可在挖掘, 整活",Photo Filters,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),,完成,
PixarMagic-Video to Pixar Style,,,1750178480,private,,视频生视频,,_12zzz22,,,,,,"all_art_animegame_noip, portrait_fun",,2025/06/19,Bobo,https://app.myshell.ai/chat/1750178480,,任意视频转粘土风格,"Anime, video, 可在挖掘, 整活",AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),,完成,
Game Me Now~🎨,,,1750261082,public,,图生图,,wang shen,,,,,YES,all_art_animegame_noip,,2025/06/20,Bobo,https://app.myshell.ai/chat/1750261082,,任天堂滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,HOYO (https://www.notion.so/HOYO-1ff3f81ff51e80ec98fecf60ed1960f7?pvs=21),1750261082 (https://www.notion.so/1750261082-2183f81ff51e801986eee85b174691b3?pvs=21),完成,
GTA Filter,,,1750252266,public,,图生图,,superS,,,,GUI,YES,portrait_style_cosplay,,2025/06/20,Bobo,https://app.myshell.ai/chat/1750252266,,GTA真人滤镜,"Beauty, GTA, Headshot, IP, photo, 可在挖掘, 整活",AI Images,,,,,,HOYO (https://www.notion.so/HOYO-1ff3f81ff51e80ec98fecf60ed1960f7?pvs=21),1750252266 (https://www.notion.so/1750252266-2183f81ff51e8025821dd87ab447f71c?pvs=21),完成,
KissMe,,,1750170614,public,,图生视频,,Eleven,,,,,,floor_5,,2025/06/20,,https://app.myshell.ai/chat/1750170614,,单双人亲亲,"Beauty, Headshot, IP, kiss, 可在挖掘, 整活",AI Images,,,,,,11 (https://www.notion.so/11-1ac3f81ff51e80cc8866fd7fdfcdcf6e?pvs=21),,完成,
Photo with Mario,,,1750530889,private,,图生图,,become,,,,,YES,"group_photo, portrait_style_cosplay",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750530889,,马里奥合照,"Beauty, Headshot, IP, photo, 可在挖掘, 整活",AI Images,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),1750530889 (https://www.notion.so/1750530889-21b3f81ff51e80d98d55d146ae6ced50?pvs=21),完成,
Photo With Wednesday,,,1750509276,public,,图生图,,Eggtart,,,,GUI,YES,"group_photo, portrait_relation",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750509276,,星期三合照,"Beauty, Headshot, IP, Wednesday, photo, 可在挖掘, 整活",AI Images,,,,,,雷蛋挞 (https://www.notion.so/21b3f81ff51e8085a79ade226719796d?pvs=21),1750509276 (https://www.notion.so/1750509276-21b3f81ff51e808a88f1f8d29830f130?pvs=21),完成,
Gold CARD,,,1750591760,private,,(文+图)生图,,SoilSighStudio,,,,,,portrait_style_cosplay,,2025/06/23,Bobo,https://app.myshell.ai/chat/1750591760,,金卡合成,"Card, Headshot, 可在挖掘, 整活",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),1750591760 (https://www.notion.so/1750591760-21b3f81ff51e80ca952dc9d6f884e5a0?pvs=21),完成,
Exploring world with Mario,,,1750567106,private,,图生图,,wxwhjj,,,,,,"group_photo, portrait_style_cosplay",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750567106,,和马里奥合照旅行,"IP, photo, 可在挖掘, 整活",AI Images,,,,,,宣宣 (https://www.notion.so/1313f81ff51e80b5bb1fcc14e367d126?pvs=21),1750567106 (https://www.notion.so/1750567106-21b3f81ff51e801ca149ca757686f15a?pvs=21),完成,
AI Group photo,,,1750482580,public,,图生图,,OLDX,,,,,YES,"floor_3, group_photo, portrait_relation",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750482580,,ai双人合照,"Beauty, Headshot, photo, 可在挖掘",AI Images,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
Cat Diving,,,1750580407,private,,图生视频,,wxwhjj,,,,,YES,other_fun,,2025/06/23,Bobo,https://app.myshell.ai/chat/1750580407,,动物跳水,"video, 可在挖掘, 整活",Fun&Memes,,,,,,宣宣 (https://www.notion.so/1313f81ff51e80b5bb1fcc14e367d126?pvs=21),,完成,
IP character Generator & Three View,,,1750579826,public,,文生图,,TanDun,,,,,,text_to_image,,2025/06/23,,https://app.myshell.ai/chat/1750579826,,文生图ip三视图,"Anime, IP, 可在挖掘, 整活",Fun&Memes,,,,,,JNJ (https://www.notion.so/JNJ-21b3f81ff51e809aa7a0ee82e5bb19d2?pvs=21),,完成,
Superhero Morpher,,,1750668519,private,,图生视频,,manha,,,,,,"floor_5, portrait_fun, portrait_style_cosplay",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750668519,,超级英雄变身视频,"Beauty, Headshot, IP, video, 可在挖掘, 整活",AI Images,tier1-大图,,,,,始觉情深 (https://www.notion.so/1ca3f81ff51e800e8c7fddf1ae45b3ff?pvs=21),,完成,
Exploring world with HelloKitty,,,1750608476,private,,图生图,,wxwhjj,,,,,YES,"group_photo, portrait_style_cosplay",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750608476,,hellokitty合照类型,"Anime, Beauty, Headshot, Hello Kitty, IP, 可在挖掘, 整活",AI Images,,,,,,宣宣 (https://www.notion.so/1313f81ff51e80b5bb1fcc14e367d126?pvs=21),1750608476 (https://www.notion.so/1750608476-21b3f81ff51e80de939ecb4cf4d05a8c?pvs=21),完成,
TrendyDoll 3D Filter,,,1750488491,public,,图生图,,XIONGMU,,,,,,"all_art_animegame_noip, floor_7",,2025/06/23,Bobo,https://app.myshell.ai/chat/1750488491,,手办风格滤镜,"Beauty, Headshot, IP, figure, 可在挖掘, 整活",AI Images,,,,,,熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21),1750488491 (https://www.notion.so/1750488491-21b3f81ff51e805bbce5d7970fde9b43?pvs=21),完成,
Heartbreak Quartet Generate,,,1750173317,private,,图生图,,Aileen,,,,,,"floor_1, portrait_style_aiportrait",,2025/06/23,,https://app.myshell.ai/chat/1750173317,,伤心滤镜,"可在挖掘, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),1750173317 (https://www.notion.so/1750173317-21b3f81ff51e807fa8f2fbc371e8f841?pvs=21),完成,
Dark Angel,,,1750756828,private,,图生视频,,Lucas,,,,,,portrait_fun,,2025/06/24,Bobo,https://app.myshell.ai/chat/1750756828,,黑天使视频生成,"Beauty, Headshot, video, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
Pro Text to Image,,,1750731519,public,,文生图,,mike,,,,,,text_to_image,,2025/06/24,,https://app.myshell.ai/chat/1750731519,,gemini对话文生图,"Chat UI, tool",AI Images,,,,,,mike (https://www.notion.so/mike-21c3f81ff51e801fb0c5e254c840df4e?pvs=21),,完成,
AI Fruits Cutting ASMR,,,1750738686,private,,图生视频,,become,,,,,YES,other_fun,,2025/06/24,Bobo,https://app.myshell.ai/chat/1750738686,,水果ASMR,"ASMR, video, 可在挖掘, 整活",AI Images,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),,完成,
LEGO&Star Wars,,,1750728829,private,,图生视频,,CF_Leon,,,,,,portrait_style_avatar,,2025/06/24,Bobo,https://app.myshell.ai/chat/1750728829,,光剑乐高,"Anime, Beauty, Headshot, IP, Starwar, 可在挖掘, 整活",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),1750728829 (https://www.notion.so/1750728829-21c3f81ff51e80ca8499e1daf0b72244?pvs=21),完成,
One-Click Thousand Hands,,,1750832279,public,,图生视频,,haochun,,,,,,"floor_5, portrait_fun",,2025/06/25,Bobo,https://app.myshell.ai/chat/1750832279,,"千手观音生成 ","IP, video, 可在挖掘, 整活",AI Images,Party,,,,,昊纯 (https://www.notion.so/2133f81ff51e8084ac1fdb33ac08f881?pvs=21),1750832279 (https://www.notion.so/1750832279-21d3f81ff51e806e8968ca6cc597460c?pvs=21),完成,
Anime to Realistic AI,,,1751082011,private,,图生视频,,Lucas,botlist_1000x618.webp,botlist_1000x618.webp,botlist_1000x618.webp,,,"floor_5, portrait_fun, portrait_style_cosplay",,2025/06/30,Cath,https://app.myshell.ai/chat/1751082011,,动漫转真人视频版本,"Anime, IP, video, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
Pencil Sketch Me Now~,,,1750863934,public,,图生图,,UIAXIAOHUA,,,,,,all_art_material,,2025/06/26,,https://app.myshell.ai/chat/1750863934,,彩铅滤镜,"Anime, Beauty, Headshot, 可在挖掘, 整活",Photo Filters,,,,,,UIA炼丹小华 (https://www.notion.so/UIA-21e3f81ff51e80b3962bd0be0c823966?pvs=21),1750863934 (https://www.notion.so/1750863934-21e3f81ff51e80f3a373dc9c778c610c?pvs=21),完成,
BiteMe!,,,1737021750,public,,文生视频,,Eleven,,,,,,"other_fun, text_to_image",,2025/06/25,,https://app.myshell.ai/chat/1737021750,,ASMR水果咬,"ASMR, video, 可在挖掘, 整活",AI Images,,,,,,11 (https://www.notion.so/11-1ac3f81ff51e80cc8866fd7fdfcdcf6e?pvs=21),,完成,
🔥 StickerGirl Filter,,,1750925666,public,,图生图,,Harlan,,,,,,"floor_1, portrait_style_aiportrait",,2025/06/26,Bobo,https://app.myshell.ai/chat/1750925666,,gta风格时装写真,"Beauty, Headshot, IP, photo, 可在挖掘, 整活",AI Images,,,,,,琴海 (https://www.notion.so/19c3f81ff51e803abb19c2005abcadae?pvs=21),1750925666 (https://www.notion.so/1750925666-21e3f81ff51e80bf8d72e83d25742ffa?pvs=21),完成,
The Lord of the Rings Filter,,,1750613905,private,,图生图,,Aileen,,,,,YES,portrait_style_cosplay,,2025/06/26,Bobo,https://app.myshell.ai/chat/1750613905,,指环王换脸特效,"Anime, Beauty, Headshot, IP, The Lord of the Rings, 可在挖掘, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),1750613905 (https://www.notion.so/1750613905-21e3f81ff51e80dfb1f0f10bd2837354?pvs=21),完成,
Minecraft Filter,,,1750903573,public,,图生图,,RAFA0111,,,,,,all_art_animegame_ip,,2025/06/26,,https://app.myshell.ai/chat/1750903573,,"我的世界滤镜, for场景","Anime, Beauty, Headshot, IP, MineCraft, 可在挖掘, 整活",Photo Filters,,,,,,拉菲 (https://www.notion.so/1c13f81ff51e8030a9fac779d8ab7a2d?pvs=21),1750903573 (https://www.notion.so/1750903573-21e3f81ff51e80d38990ebeea1134ff5?pvs=21),完成,
Metal Slug Art,,,1750861616,private,,图生图,,SoilSighStudio,,,,,,all_art_animegame_ip,,2025/06/26,Bobo,https://app.myshell.ai/chat/1750861616,,合金弹头滤镜,"Beauty, Headshot, IP, Metal Slug, 可在挖掘, 整活",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),,完成,
NeatPortrait,,,1750942188,public,,图生图,,Jim,,,,,,"all_art_animegame_noip, all_art_material",,2025/06/26,,https://app.myshell.ai/chat/1750942188,,干净色铅笔质感滤镜,"Anime, Beauty, Headshot, 可在挖掘, 整活",Photo Filters,,,,,,王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21),1750942188 (https://www.notion.so/1750942188-21e3f81ff51e8054b156c5f09ffe5cfd?pvs=21),完成,
Perfect undressing,,,1750651225,public,,图生视频,,TiAmo,,,,,,NSFW,,2025/06/27,,https://app.myshell.ai/chat/1750651225,,脱衣,nsfw,AI Images,,,,,,tiamo (https://www.notion.so/tiamo-1f43f81ff51e80d18ad5d65ab63092b8?pvs=21),,完成,
Pixelate My Moment,,,1750861599,public,,图生图,,jumper,,,,,,all_art_animegame_noip,,2025/06/26,,https://app.myshell.ai/chat/1750861599,,像素滤镜,"Anime, Beauty, Headshot, Pixel, 可在挖掘",Photo Filters,,,,,,jumper (https://www.notion.so/jumper-21e3f81ff51e808598a1f39457a9f908?pvs=21),1750861599 (https://www.notion.so/1750861599-21e3f81ff51e8083a985e57cb2a15627?pvs=21),完成,
Medieval Style: 33 Expedition,,,1751010383,private,,图生图,,CF_Leon,,,,,YES,"all_art_animegame_ip, portrait_style_cosplay",,2025/06/27,Bobo,https://app.myshell.ai/chat/1751010383,,33号远程队,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),1751010383 (https://www.notion.so/1751010383-21f3f81ff51e80d88e18efb6878c00cc?pvs=21),完成,
Bubble Figure Style Filter,,,1750949683,private,,图生图,,Ostara,,,,,,"all_art_material, portrait_style_avatar",,2025/06/27,,https://app.myshell.ai/chat/1750949683,,气泡手办滤镜,"Beauty, Headshot, figure, 可在挖掘, 整活",Photo Filters,,,,,,Ostara (https://www.notion.so/Ostara-21f3f81ff51e80c4bf8afda17d7cc83b?pvs=21),1750949683 (https://www.notion.so/1750949683-21f3f81ff51e8045a19ee93f49c020e7?pvs=21),完成,
🔱PharaohBot,,,1750955275,public,,图生图,,KUN,,,,,,"floor_1, portrait_style_aiportrait",,2025/06/27,Bobo,https://app.myshell.ai/chat/1750955275,,好看到西方生命战斗士画风,"Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,坤坤坤 (https://www.notion.so/1563f81ff51e80b2a3c4d8d4ef81f1d9?pvs=21),1750955275 (https://www.notion.so/1750955275-21f3f81ff51e80b387f1efb1f0b87c2f?pvs=21),完成,
ArtMix,,,1750953741,public,,图生图,,vivid-p,,,,,,"all_art_animegame_noip, all_art_material",,2025/06/27,Bobo,https://app.myshell.ai/chat/1750953741,,涂鸦艺术写真,"Anime, Beauty, Headshot, Street art, 可在挖掘, 整活",AI Images,,,,,,木xxx (https://www.notion.so/xxx-1573f81ff51e809895b1df65c1c291a9?pvs=21),1750953741 (https://www.notion.so/1750953741-21f3f81ff51e80cc8f93c261b88fdcc9?pvs=21),完成,
Cool tear paper photo,,,1750071986,public,,图生图,,Cabbage,,,,,YES,"floor_1, portrait_style_aiportrait, portrait_style_cosplay",,2025/06/27,Bobo,https://app.myshell.ai/chat/1750071986,,中世纪装造,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,卷心菜 (https://www.notion.so/2143f81ff51e809d80c5d23c0b942676?pvs=21),1750071986 (https://www.notion.so/1750071986-21f3f81ff51e80d38184ff93b2a08e3b?pvs=21),完成,
MintMyGold,,,1750943481,public,,图生图,,Alzue-sea,,,,,YES,portrait_style_avatar,,2025/06/27,,https://app.myshell.ai/chat/1750943481,,创造自己的钱币,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,Alzue-sea (https://www.notion.so/Alzue-sea-1543f81ff51e80658921dee16a9f44fe?pvs=21),1750943481 (https://www.notion.so/1750943481-21f3f81ff51e8075a8a9fadc102a3fa9?pvs=21),完成,
One-click ugly felt effect,,,1751255824,public,,图生图,,UIAXIAOHUA,,,,,,"floor_7, portrait_style_avatar",,2025/06/30,,https://app.myshell.ai/chat/1751255824,,针织风格手办滤镜,"Anime, Beauty, Headshot, IP, figure, 可在挖掘, 整活",AI Images,,,,,,UIA炼丹小华 (https://www.notion.so/UIA-21e3f81ff51e80b3962bd0be0c823966?pvs=21),1751255824 (https://www.notion.so/1751255824-2223f81ff51e80e0bc34d807816477dd?pvs=21),完成,
Fluffy Frenzy Intro,,,1750953651,public,,图生图,,JI Z,,,,,,"all_art_material, portrait_style_avatar",,2025/07/02,,https://app.myshell.ai/chat/1750953651,,动画羊毛滤镜,"Headshot, 可在挖掘, 整活",AI Images,,,,,,尔多erdo (https://www.notion.so/erdo-2223f81ff51e80cdba64fabe1b0539dd?pvs=21),,完成,
ID Photo Gallery,,,1750058865,public,,图生图,,SoilSighStudio,,,,,YES,"floor_3, portrait_headshot",,2025/06/30,Bobo,https://app.myshell.ai/chat/1750058865,,证件照和linkedin照，一次出多图,"Beauty, Headshot, linkin, 可在挖掘",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),1750058865 (https://www.notion.so/1750058865-2223f81ff51e8038814de36a49612420?pvs=21),完成,
Epic Fusion Now,,,1751388082,public,,图生图,,wang shen,,,,,YES,all_art_animegame_ip,,2025/07/02,,https://app.myshell.ai/chat/1751388082,,33远征队,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,AI空杯心 (https://www.notion.so/AI-11a3f81ff51e80afac87d6a57e5d3a26?pvs=21),1751388082 (https://www.notion.so/1751388082-2243f81ff51e8053a019d8fff7ac5513?pvs=21),完成,
Yarn Doll Filter,,,1747189385,private,,图生图,,superS,,,,,,"all_art_material, portrait_style_avatar",,2025/07/02,Bobo,https://app.myshell.ai/chat/1747189385,,毛线娃娃,"Beauty, Headshot, IP, figure, 可在挖掘, 整活",AI Images,,,,,,HOYO (https://www.notion.so/HOYO-1ff3f81ff51e80ec98fecf60ed1960f7?pvs=21),1747189385 (https://www.notion.so/1747189385-2243f81ff51e807d81c1d1d59e04e9d0?pvs=21),完成,
Demon Filter,,,1750951709,public,,图生图,,zhacai,,,,,,"all_art_animegame_ip, portrait_style_cosplay",,2025/07/02,Bobo,https://app.myshell.ai/chat/1750951709,,恶魔滤镜,"Anime, Beauty, Headshot, 可在挖掘, 整活",Photo Filters,,,,,,榨菜 (https://www.notion.so/1d63f81ff51e807b9814ee7246308fee?pvs=21),1750951709 (https://www.notion.so/1750951709-2243f81ff51e8053bb4eefda223c7431?pvs=21),完成,
Clay Style,,,1751108092,private,,图生图,,Aileen,,,,,,"all_art_material, portrait_style_avatar",,2025/07/02,,https://app.myshell.ai/chat/1751108092,,粘土风格滤镜,"Anime, Beauty, Headshot, IP, clay, 可在挖掘, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),,完成,
Fierce Animal Are My Pets,,,1751420660,private,,图生视频,,CF_Leon,,,,,,"group_photo, pet_style, portrait_fun",,2025/07/02,Bobo,https://app.myshell.ai/chat/1751420660,,动物合照,,AI Images,Party,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
Jurassic World 3: Running,,,1751444700,private,,图生图,,CF_Leon,,,,,,"group_photo, portrait_fun, portrait_style_cosplay",,2025/07/02,Bobo,https://app.myshell.ai/chat/1751444700,,侏罗纪世纪恐龙合照,"Beauty, Headshot, IP, 可在挖掘",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),1751444700 (https://www.notion.so/1751444700-2243f81ff51e80e2b322f3c69bf637a8?pvs=21),完成,
Omnipotent Canvas,,,1751528710,public,,(文+图)生图,,RAFA0111,,,,,,"image_tool, text_to_image",,2025/07/03,,https://app.myshell.ai/chat/1751528710,,kontext一句话改图,"tool, 整活",Image Tools,,,,,,拉菲 (https://www.notion.so/1c13f81ff51e8030a9fac779d8ab7a2d?pvs=21),,完成,
Beauty Filter,,,1751471812,public,,图生图,,OLDX,,,,,YES,"floor_3, portrait_beauty",,2025/07/03,Bobo,https://app.myshell.ai/chat/1751471812,,ai一键美化 效果巨好,"Beauty, Headshot",Photo Filters,tier2-小图,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),1751471812 (https://www.notion.so/1751471812-2253f81ff51e804db9b0c5097c8372b4?pvs=21),Article,
Photo To Comics,,,1751529146,private,,图生图,,jun he,,,,,,all_art_animegame_noip,,2025/07/03,Bobo,https://app.myshell.ai/chat/1751529146,,照片转漫画风格滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",Photo Filters,,,,,,贺舰华 (https://www.notion.so/2103f81ff51e8096a64aff5c9740aab9?pvs=21),1751529146 (https://www.notion.so/1751529146-2253f81ff51e803ca238d976f9e4a6f7?pvs=21),完成,
Headshot Generator,,,1751611344,private,,图生图,,CF_Leon,,,,,,"floor_1, portrait_style_aiportrait",,2025/07/04,Bobo,https://app.myshell.ai/chat/1751611344,,头像生成集合,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
The Hero Forge,,,1750254050,private,,图生图,,jun he,,,,,,all_art_animegame_ip,,2025/07/03,Bobo,https://app.myshell.ai/chat/1750254050,,美漫超级英雄滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘",AI Images,,,,,,贺舰华 (https://www.notion.so/2103f81ff51e8096a64aff5c9740aab9?pvs=21),1750254050 (https://www.notion.so/1750254050-2253f81ff51e80b5a8bee3384181a1d3?pvs=21),完成,
Retro pixel filter,,,1751541006,private,,图生图,,superS,,,,,YES,all_art_animegame_noip,,2025/07/04,Bobo,https://app.myshell.ai/chat/1751541006,,brat滤镜,"IP, 可在挖掘, 整活",AI Images,,,,,,HOYO (https://www.notion.so/HOYO-1ff3f81ff51e80ec98fecf60ed1960f7?pvs=21),1751541006 (https://www.notion.so/1751541006-2263f81ff51e80e0ad5decff3b0ea871?pvs=21),完成,
Dynamic Wardrobe Magic,,,1751534674,public,,图生视频,,SoilSighStudio,,,,,YES,"floor_5, floor_6, portrait_fashion, portrait_fun",,2025/07/04,,https://app.myshell.ai/chat/1751534674,,热点换装,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),,完成,
Brat Generator,,,1751532766,private,,(文+图)生图,,Aileen,,,,"GUI, 已加入base44",YES,text_to_image,,2025/07/04,Bobo,https://app.myshell.ai/chat/1751532766,,brat生成,"Anime, IP, 可在挖掘, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),1751532766 (https://www.notion.so/1751532766-2263f81ff51e80dc8079cf18d05dadae?pvs=21),完成,
Brat Generator,,,1751604167,private,,文生图,,Lucas,,,,,YES,text_to_image,,2025/07/04,,https://app.myshell.ai/chat/1751604167,,简单版brat,"IP, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
Mechanical Bionics Filter,,,1751626313,public,,图生图,,XIONGMU,,,,,,"floor_1, portrait_style_aiportrait",,2025/07/06,Bobo,https://app.myshell.ai/chat/1751626313,,赛博人脸滤镜,"Beauty, Headshot, IP, 可在挖掘, 整活",Photo Filters,,,,,,熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21),1751626313 (https://www.notion.so/1751626313-2283f81ff51e809e86d9f11327f4063f?pvs=21),完成,
Old Photo Restoration,,,1751705086,public,,图生图,,become,,,,,,image_tool,,2025/07/06,,https://app.myshell.ai/chat/1751705086,,质感惊人的老照片修复,,Image Tools,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),,完成,
Semi-realistic Style,,,1713880708,public,,(文+图)生图,,mike,,,,,,all_art_animegame_noip,,2025/07/05,Bobo,https://app.myshell.ai/chat/1713880708,,漫感模特生成器+滤镜,"Anime, Beauty, Headshot, 可在挖掘",AI Images,,,,,,mike (https://www.notion.so/mike-21c3f81ff51e801fb0c5e254c840df4e?pvs=21),,完成,
KPop Demon Hunters,,,1751735693,private,,图生图,,jack,,,,,YES,all_art_animegame_ip,,2025/07/06,,https://app.myshell.ai/chat/1751735693,,猎魔女团滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,顽石+金运小组 (https://www.notion.so/1ab3f81ff51e80569bdfe531044dd95e?pvs=21),1751735693 (https://www.notion.so/1751735693-2283f81ff51e80ba9c0cca176a5bd00f?pvs=21),完成,
YOU CRUSH- HydraulicPress ASMR,,,1751565145,private,,图生视频,,_12zzz22,,,,,YES,other_fun,,2025/07/07,Bobo,https://app.myshell.ai/chat/1751565145,,挤压ASMR,"ASMR, IP, video, 可在挖掘, 整活",AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),1751565145 (https://www.notion.so/1751565145-2293f81ff51e80f5a19dc9b096f64398?pvs=21),完成,
Tang Hanfu & Tibetan Nomad Cosplay,,,1751859871,public,,图生图,,MGC mgc,,,,,,"floor_1, portrait_style_aiportrait",,2025/07/07,Bobo,https://app.myshell.ai/chat/1751859871,,唐汉服&藏族游牧Cosplay,"Beauty, Headshot, photo, 可在挖掘, 整活",AI Images,,,,,,合作组3（miru负责） (https://www.notion.so/3-miru-17e3f81ff51e8050bf50fe3d28bf3e2a?pvs=21),1751859871 (https://www.notion.so/1751859871-2293f81ff51e80a788f5fdd71c5271c4?pvs=21),完成,
Duolingo Style Filter,,,1751560801,private,,图生图,,_12zzz22,,,,,YES,all_art_animegame_ip,,2025/07/07,Bobo,https://app.myshell.ai/chat/1751560801,,多邻国风格滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),1751560801 (https://www.notion.so/1751560801-2293f81ff51e805da083c91c61a85c39?pvs=21),完成,
AI Hair Salon,,,1751796643,private,,图生图,,wxwhjj,,,,GUI,YES,portrait_beauty,,2025/07/07,Bobo,https://app.myshell.ai/chat/1751796643,,ai美发,"Beauty, Hair, Headshot, 可在挖掘, 整活",AI Images,,,,,,宣宣 (https://www.notion.so/1313f81ff51e80b5bb1fcc14e367d126?pvs=21),,完成,
Handy Image Tools,,,1751570446,public,,图生图,,NeoAnifuture,,,,GUI,,image_tool,,2025/07/09,Bobo,https://app.myshell.ai/chat/1751570446,,超强六合一工具,"tool, 可在挖掘, 整活",Image Tools,,,,,,顽石 (https://www.notion.so/1bc3f81ff51e80b39c4cdd72c27aae18?pvs=21),,完成,
